Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Veronica Akins,0.8,"Content good

Content good. The lag of timer count down and repeatedly having to restart page was very frustrating.
Ease of course experience otherwise was good.
4 out of 5 is best I can honestly rate",US,2,2022-07-12T23:23:59Z,"Comedy Driving, Inc."
Analise,1.0,"comedy driving is a joke but in the best way

never thrilled about taking one of these courses but when I do I actually am grateful to be refreshed on the information. you can start to forget how things work on the road after using them for so long. I enjoy this course the most because it keeps it simple in terms of the information it provides and it adds humor when and where it can which makes it more bearable. this course has been changed little by little but I am happy with what it has become. I would definitely recommend this to other people who might be in a similar situation later in life. this course in particular has never let me down.",US,1,2022-07-12T23:09:53Z,"Comedy Driving, Inc."
Jacob,1.0,"Easy for the most part just have to pay…

Easy for the most part just have to pay attention to answer the questions",US,1,2022-07-12T19:20:20Z,"Comedy Driving, Inc."
Carlos,1.0,Fast and easy,US,1,2022-07-12T06:16:00Z,"Comedy Driving, Inc."
Ella,1.0,"Fun Learning

This is my second time choosing to do my drivers class with them.
It is fun, educational, and I love the testimonials.
It can only get better the next one I look forward to next year to seeing what it will be.
Great Job keep up the good work!!👏🏽👏🏽👏🏽",US,1,2022-07-12T05:22:41Z,"Comedy Driving, Inc."
Aleena,1.0,"Great

Great! Good informative course",US,1,2022-07-12T01:35:14Z,"Comedy Driving, Inc."
Robert,1.0,"Many of the videos made me laugh

Many of the videos made me laugh, a few made me cry, all in all it was a fun and educational ride",US,1,2022-07-12T01:27:16Z,"Comedy Driving, Inc."
Tai-ling,1.0,"Comedy Driving courses are not only for…

Comedy Driving courses are not only for dismissing traffic ticket or auto insurance Discount but also refresh my driving skills to become more confident and safer driver. Suggestions,
Can you provide me a link to the correct answers?
Add a pause, back and forward page icon instead of view the whole section. Thank you!
7/1/2022, Tai-Ling Lee",US,1,2022-07-12T01:04:27Z,"Comedy Driving, Inc."
Tracie,0.8,"It was a good video

It was a good video, silly, but that's what makes it go faster. The class could be a little more of the comedy, that might help.",US,1,2022-07-12T00:35:50Z,"Comedy Driving, Inc."
customer,1.0,Best online course out there!!!!!!,US,2,2022-07-11T23:09:44Z,"Comedy Driving, Inc."
Steve,1.0,"Great course

Great course. Recommend",US,1,2022-07-11T21:47:15Z,"Comedy Driving, Inc."
JM,1.0,easy course and fun to watch,US,2,2022-07-11T18:06:54Z,"Comedy Driving, Inc."
Jeanne,1.0,"Graphics helped make the class more…

Graphics helped make the class more memorable and helped the time pass more enjoyably. Would recommend to friends and take again in the future.",US,1,2022-07-11T05:37:34Z,"Comedy Driving, Inc."
Rebecca,1.0,"Comedy driving was affordable and entertaining.

Comedy driving was affordable, easy to navigate, and entertaining as well as educational. Great experience!",US,1,2022-07-11T00:49:15Z,"Comedy Driving, Inc."
Kelsey,1.0,"Defensive Driving Doesn’t Have to Stink

Defensive driving isn’t the most enjoyable way to spend your weekend but Comedy Driving made the experience simple and fun! The videos are interactive and the humor will remind you of your Dad. Best part is, there is ZERO READING long passages.",US,1,2022-07-10T23:25:29Z,"Comedy Driving, Inc."
Elaine,1.0,"It was entertaining and enjoyable…

It was entertaining and enjoyable unlike other classes I’ve done.",US,1,2022-07-10T20:10:42Z,"Comedy Driving, Inc."
Camilla,0.6,It was a good course it was just to long,US,1,2022-07-10T11:15:09Z,"Comedy Driving, Inc."
Bennio,1.0,"It was easy it was funny I help keep me…

It was easy it was funny I help keep me awake all is good",US,1,2022-07-10T07:41:57Z,"Comedy Driving, Inc."
James,1.0,"Funny and informative

The course was well done and just the right amount of humor to offset the somber video portions.",US,1,2022-07-10T06:42:46Z,"Comedy Driving, Inc."
Shan,1.0,"Great presentation better than going…

Great presentation better than going somewhere and sitting for 6 hours to watch, you can do this in the comfort of your own home!",US,2,2022-07-09T18:00:37Z,"Comedy Driving, Inc."
TRAVIS,1.0,"Great course

Great course. Wonderful technology!",US,2,2022-07-09T07:35:18Z,"Comedy Driving, Inc."
Denise,1.0,"Online courses

Great job Fun",US,1,2022-07-09T03:36:18Z,"Comedy Driving, Inc."
BRIDGETT BURNETTWILLIAMS,1.0,I have use this company for years.,US,4,2022-07-08T20:42:06Z,"Comedy Driving, Inc."
Kermit,1.0,"Review for Comedy Driving

I enjoyed the class . It was humorous but informative.",US,1,2022-07-08T19:52:39Z,"Comedy Driving, Inc."
Justin,1.0,"👍🏻 Quality

Actually kept it interesting and comical. A great refresher/reminder. quality story telling. 👍🏻",US,1,2022-07-08T13:12:33Z,"Comedy Driving, Inc."
Sterling,1.0,"Pretty good

Pretty good, only a couple of questions not clearly explained about tire pressure.",US,1,2022-07-08T07:54:18Z,"Comedy Driving, Inc."
JLW,1.0,"Factual and covers all defensive…

Factual and covers all defensive driving points. Could update some stats to include recent years.",US,1,2022-07-08T05:35:53Z,"Comedy Driving, Inc."
Lizzy,1.0,"Awesome teaching

Awesome teaching, amazing customer service.",US,1,2022-07-08T02:34:20Z,"Comedy Driving, Inc."
Kaitlin,1.0,"It was a very easy process and…

It was a very easy process and informative in an entertaining way.",US,1,2022-07-08T00:24:58Z,"Comedy Driving, Inc."
Annie,1.0,Great experience,US,1,2022-07-07T13:04:43Z,"Comedy Driving, Inc."
David,1.0,"Great

Great bbb bbb. Bbbbbbbbbbb
Xxxxxxxxxxxxxxx",US,1,2022-07-07T05:48:36Z,"Comedy Driving, Inc."
Diane,1.0,"Best course on-line

Best course on-line. Enough humor to keep it interesting. Easy to grasp facts. Timing good for knowledge retention.",US,1,2022-07-07T05:47:37Z,"Comedy Driving, Inc."
Sharon,0.8,"Course was informative and well done

Course was informative and well done. My only con is that the test questions sometimes focus on trivia that was not important to the lesson to be learned, but was the color of the cars in the video? That causes the participant to focus on unimportant details while going through the lesson rather than the important information relating to safe driving.",US,1,2022-07-06T21:20:14Z,"Comedy Driving, Inc."
Jogesh,1.0,"Your Course is greta what a fun way to…

Your Course is greta what a fun way to learn
Thank You",US,1,2022-07-06T20:27:26Z,"Comedy Driving, Inc."
Kerry,0.8,"Good experience but it is wrong to…

Good experience but it is wrong to state one should steer in the direction they want to go when hydroplaning or on lost control on ice. A person is supposed to steer in the direction of the skid. This saved my life years ago when I hydroplaned. If one steers in the direction they want to go when control is lost they will lose all control of the car.",US,5,2022-07-06T15:40:36Z,"Comedy Driving, Inc."
Shane,1.0,Fun and funny corse,US,1,2022-07-06T02:59:45Z,"Comedy Driving, Inc."
Matthew,1.0,Thanks love the class,US,1,2022-07-05T23:37:41Z,"Comedy Driving, Inc."
Kristin Sramek,1.0,"Comedy Driving's defensive driving…

Comedy Driving's defensive driving course was informative, entertaining, and easy to navigate. I would definitely recommend it to others having to or wanting to take the course.",US,1,2022-07-05T22:28:53Z,"Comedy Driving, Inc."
Eligh Johnson,1.0,It was a joy to take the course,US,2,2022-07-05T22:24:45Z,"Comedy Driving, Inc."
Michelle,1.0,"Good course

Good course. Easy to navigate.",US,1,2022-07-05T18:09:47Z,"Comedy Driving, Inc."
Janet,1.0,"Loved the videos...very informative and…

Loved the videos...very informative and the tech support was superb! Would highly recommend this course over any others!",US,1,2022-07-05T17:33:30Z,"Comedy Driving, Inc."
Tiffany,1.0,"Guide lines

Very informative!",US,2,2022-07-05T07:26:53Z,"Comedy Driving, Inc."
Mario,1.0,"I enjoyed this course very much

I enjoyed this course very much. Thank you for making it fun to watch.",US,1,2022-07-05T04:44:26Z,"Comedy Driving, Inc."
Manny,1.0,Great online defensive driving course,US,1,2022-07-05T04:17:13Z,"Comedy Driving, Inc."
Marta,1.0,"Funny

Needs some statically updates",US,1,2022-07-05T02:38:34Z,"Comedy Driving, Inc."
Ariev,1.0,"Very fun and rewarding time in this…

Very fun and rewarding time in this online class. Not boring. I hope to not get another speeding ticket, tho this was worth my money.",US,1,2022-07-05T01:21:49Z,"Comedy Driving, Inc."
Stuart,1.0,"This was an easy way to complete the…

This was an easy way to complete the course. It kept my attention and seemed to go much faster than six hours.",US,2,2022-07-05T00:48:45Z,"Comedy Driving, Inc."
Jose,1.0,"Great course

Great course. This is the first time I have ever done an online course. The content was good the videos from real life really opened my eyes on several thing. Would definitely use you guys again",US,1,2022-07-03T22:09:19Z,"Comedy Driving, Inc."
karen Taylor,1.0,"Awesome 👌

Very informative",US,2,2022-07-03T15:34:29Z,"Comedy Driving, Inc."
Aishah,1.0,"excellent

excellent work done",US,1,2022-07-03T01:14:38Z,"Comedy Driving, Inc."
Natividad,1.0,Excellent presentation and informative!,US,1,2022-07-02T08:10:23Z,"Comedy Driving, Inc."
Gillian Williams,1.0,"This was the best possible experience…

This was the best possible experience with taking an online course. It was presented in an easily digested manner and kept my interest. I really appreciate the diversity spread throughout as well. Would definitely take a course from them again",US,2,2022-07-02T07:58:06Z,"Comedy Driving, Inc."
Angeline Davis,1.0,"Great format

Great format. Concise, informative, comprehensive. Traffic footage of city, urban and country roads very insightful. Safe approaches to possible vehicular scenarios were very helpful to me as well as various road and weather conditions. It has given me a better and safer way to drive and deal with unsafe drivers on the roads. The section on B.A.C., DWI's and DUI's were to the point as well as the unfortunate consequences of poor decisions under the influence.",US,1,2022-07-02T06:51:41Z,"Comedy Driving, Inc."
J R,0.8,"Good program

Was broken into sections that are easily reviewed.
Able to take breaks as needed.
Updated to reflect new laws, etc.",US,4,2022-07-01T23:31:27Z,"Comedy Driving, Inc."
Tabitha,1.0,"Amazing experience!

This course kept me engaged and time flew! Would recommend to anyone, especially if you need to complete defensive driving in a short amount of time!",US,1,2022-07-01T14:19:34Z,"Comedy Driving, Inc."
Joseph,1.0,"It was a great course

It was a great course.
Very funny, entertaining, informative and helpful. Was glad to have been referred to here by a friend after having gotten a ticket. Definitely would recommend!",US,1,2022-07-01T07:01:31Z,"Comedy Driving, Inc."
Kenneth,1.0,"loved it

loved it. Very informative. I’d advise someone to take it just for the information",US,2,2022-07-01T06:53:39Z,"Comedy Driving, Inc."
Sheila,0.8,I've already done this,US,1,2022-07-01T03:34:55Z,"Comedy Driving, Inc."
Nikki Engel,1.0,"Very Good Course!!

I really enjoyed this course. Its been a long time since I've taken defensive driving and didn't realize how much I had forgotten. The way the info was presented made it fun for me to watch. I liked that I was able to sign in and out whenever needed so I didn't have to sit for 6 hours straight. Try it! You'll like it!!",US,1,2022-06-30T19:41:17Z,"Comedy Driving, Inc."
Denishaleen,1.0,"I love it

I love it! It was easy and fun. I didn't feel the 6 hrs. I highly recommend this course.",US,1,2022-06-30T19:07:53Z,"Comedy Driving, Inc."
Kathy G,1.0,"Definitely recommend

The course was funny, clever and very informative. You will lose nothing by revamping your knowledge. I would definitely recommend this course.",US,1,2022-06-30T10:13:19Z,"Comedy Driving, Inc."
Patricia,1.0,"How Class Helped me to Remain Alert When Driving

I was reminded that it is important to be aware and alert when you are behind the wheel and always expect the unexpected. A review of rules and information is helpful.",US,1,2022-06-30T06:20:53Z,"Comedy Driving, Inc."
Judy LeUnes,0.8,"This was a good and thorough training

This was a good and thorough training. Dorky at times. Only real complaint was the section on animals was awful!",US,5,2022-06-30T06:10:39Z,"Comedy Driving, Inc."
Domingo OLIVAN,1.0,"Helpful

Very Helpful, thanks I will recommend you very much",US,1,2022-06-30T05:59:13Z,"Comedy Driving, Inc."
Ricardo,1.0,Fantastic!!Thank you,US,1,2022-06-30T05:57:02Z,"Comedy Driving, Inc."
Rose,1.0,"Simple and Straightforward Course

This was a simple and easy way to complete my requirements for a defensive driving course. I loved the way the modules were broken down into small parts. Made it easy to get through all the material. Thank you!",US,1,2022-06-30T02:20:25Z,"Comedy Driving, Inc."
James,1.0,A great class!,US,1,2022-06-30T00:48:20Z,"Comedy Driving, Inc."
JUAN F VELAZCO-MEDINA,1.0,"GREAT COURSE.

EXCELLENT AND EASY WAY TO COMPLETE YOUR ONLINE DEFENSIVE CLASS.",US,5,2022-06-30T00:37:44Z,"Comedy Driving, Inc."
Luis,1.0,It was informative and fun,US,1,2022-06-29T22:05:03Z,"Comedy Driving, Inc."
Ken,1.0,"You made several hours of class &…

You made several hours of class & information, enjoyable.",US,1,2022-06-29T20:12:50Z,"Comedy Driving, Inc."
Joel,1.0,"Review

Excellent and easy class",US,1,2022-06-29T19:25:31Z,"Comedy Driving, Inc."
Mohammed,1.0,"Great help

Great help cover the D D class as per convenient time and review the driving lesson",US,1,2022-06-29T19:19:39Z,"Comedy Driving, Inc."
