Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Johnathen Bass,1.0,"The BEST

Hot Shots is honestly the best additives I've ever used and their customer service is top notch! Recommend to anyone with gas or diesel",US,1,2019-08-19T19:34:33Z,Hot Shot's Secret
Brian B,1.0,"Highly recommend to every Diesel truck

Highly recommend to every Diesel truck. I have definitely noticed a different after using there products.",US,1,2019-08-19T16:47:42Z,Hot Shot's Secret
Michael Seck,1.0,"Diesel Products

I use all their diesel products with noticeable improvements in mileage. I have never had an issue in the winter with gelling. Great stuff.",US,2,2019-08-19T15:41:25Z,Hot Shot's Secret
Christopher Hartley,0.8,"Great marketing for the product

Great marketing for the product. I'm not sure about the true effectiveness of the product. I dosed the tank on my truck with the product after I ran an initial baseline test. And the results are exactly the same. Mind you, I have 140,000 mi. on my 2007 F150 but still the exact same result. I had good feedback from others on the product, that is why i purchased it but I don't think it hurt anything. The product in which I am referring to is the Gasoline Extreme and the Stiction Eliminator.",US,1,2019-08-20T00:03:34Z,Hot Shot's Secret
Chris,1.0,"Instant results and phenomenal products…

Instant results and phenomenal products to choose from.",US,1,2019-08-17T21:59:49Z,Hot Shot's Secret
Michael keyser,0.4,"2 stars the Diesel Extreme was a good…

2 stars the Diesel Extreme was a good amount as was the Lubricity enhancer but the FR3 for a DIESEL what were your people thinking, It treats 5 qts who's system has 5 qts not even a VW I would think HOTSHOT would KNOW BETTER Then THAT. Also you should concentrate you fuel and oil additives more so you don't have to add as much like the people at TURBO MAXX do.
Other then that you make a good product.
Respectfully MK.",US,1,2019-08-17T13:58:49Z,Hot Shot's Secret
David DeCesaris,1.0,"The products are phenomenal

The products are phenomenal. The lubricity enhancer is great paired with the EDT I almost got a full mpg more.",US,1,2019-08-16T22:05:19Z,Hot Shot's Secret
Sam Fountain,1.0,"Fast shipping and great products

Fast shipping and great products. Prices are a little high but you get what you pay for now a days.",US,1,2019-08-16T21:01:13Z,Hot Shot's Secret
Eric,1.0,"Still in review

Still testing out the new product but so far so good. I had just recently within the last 2 months used gasoline extreme and saw an improvement in mileage so not sure if I'm going to notice any difference with the lubricity fuel enhancer but can only hope. If it's anything like any of their other products (gasoline extreme, friction reducer, ect), like I've said before they have a customer for life from me.",US,3,2019-08-16T18:49:14Z,Hot Shot's Secret
Beniamin Silaghi,1.0,"Good stuff!

This is the first time buying Hot Shot’s secret products!
Will write a review with the results in a while!",US,1,2019-08-15T22:22:35Z,Hot Shot's Secret
Jeff Slatter,1.0,"Great Products

Some of the best product I have used in a long time. Both diesel and gas products. I have no affiliation with the company just an individual that likes to use good products when available.",US,1,2019-08-14T19:39:58Z,Hot Shot's Secret
Ron,1.0,"Love your stuff

Love your stuff. Out of all the things I have tried yours really works!!!

Thanks for a great product, keep it up!!!!!!",US,1,2019-08-12T20:55:55Z,Hot Shot's Secret
BB,1.0,"Sometimes, things sound too good to be true...

Just when you're thinking yeah right, science and real-world experience proves that these products really do work! I've personally seen the benefits of using Hot Shot's Secret products in multiple vehicles (cars, trucks, MX/ATVs, tractors and mowers; gas and diesel) through increases in performance and mileage, and decreases in engine noise.",US,1,2019-08-10T16:46:11Z,Hot Shot's Secret
Tyler Horn,1.0,Awesome products!,US,1,2019-08-06T22:27:02Z,Hot Shot's Secret
Roberto Cruz,1.0,"Hot Shot has the best line of products…

Hot Shot has the best line of products bar none!",US,1,2019-08-06T06:32:06Z,Hot Shot's Secret
Anthony Terrones,1.0,"Good product used for GL 320

Good product

I used on my 2007 GL320 CDI. I noticed an increase in the mileage output",US,2,2019-08-05T15:50:07Z,Hot Shot's Secret
Mark Stanley,1.0,"True Beliver

I have been using Hot Shots products for over a year now and I have seen an increase in my fuel mileage. I went from 15 miles per gallon to 17 miles per gallon. EDT AND DIESEL EXTREME IS HIGHLY RECOMMENDED.",US,2,2019-08-01T22:54:11Z,Hot Shot's Secret
Vmax Magna,1.0,"Ethenol gas sucks

Must have for today’s gas in carbureted vehicles!",US,1,2019-08-01T22:19:58Z,Hot Shot's Secret
Texas,0.6,"Cummins 5.0

Unfortunately the Nissan Cummins has a set timer of when regens can happen under certain load .

Have i noticed less frequent regens? Not really. Once went 180 miles in city conditions. Highway is between 375-400 miles

I mainly purchased the product for lubing the CP4.2 pump",US,1,2019-08-01T21:42:10Z,Hot Shot's Secret
DJ Moore,1.0,"Great Products-Great Service

Our family have used several of your products in our vehicles both diesel and gas, and we have ALWAYS found the products perform exactly as detailed.

Your level of customer service is on point and any questions we have had have been answered succinctly and in a timely manner.

You check all the boxes, great products, great service and a forward looking company.",US,1,2019-08-01T20:36:14Z,Hot Shot's Secret
Tracy Smith,1.0,Seems to be working really good,US,1,2019-07-30T18:27:26Z,Hot Shot's Secret
Paul,1.0,"Life Enhancement

Thank you. Love from my 7.3 Powerstroke. She is 20 years old and over 400k miles. Sticktion and Diesel Extreme have become her lifesaver. This stuff works!",US,1,2019-07-30T17:05:21Z,Hot Shot's Secret
Jon Hunt,1.0,"It works

it did what it was supposed to work like a charm
Will definitely be buying more",US,1,2019-07-29T23:03:26Z,Hot Shot's Secret
Jason,1.0,"I recently went on a 4700 mile trip…

I recently went on a 4700 mile trip from Michigan to Maine, New Brunswick, Nova Scotia and Prince Edward Island. I have used many of Hot Shot Secret products and have had great results. I pull a 34’ fifth wheel and use EDT at every fill up in my 2006 Cummins 5.9. I was pleased that I averaged 14.8 MPG on the trip! Great products and awesome staff! I would recommend HSS products to anyone..... thanks HSS! Best regards Jason Hamilton",US,2,2019-07-29T18:49:41Z,Hot Shot's Secret
John Bull,1.0,"I purchased this product for a…Grasshopper Mower

I purchased this product for a Grasshopper mower with a Kubota diesel engine. There is a lot of engine noise and I was told that it might be an injector stuck. The product did not fix the problem, but that only confirmed that it was a mechanical issue and not a stuck injector. Product shipping was reasonable and super fast. I plan on running this product in my Duramax to extend injector life.",US,2,2019-07-26T21:51:02Z,Hot Shot's Secret
William Godfrey,1.0,Always great service,US,1,2019-07-26T01:03:05Z,Hot Shot's Secret
Micheal Kolnik,1.0,"Great product it was everything I've…

Great product it was everything I've come to expect from your company!!!!",US,1,2019-07-25T03:58:32Z,Hot Shot's Secret
Robert Glessing,0.2,"Package arrived damaged

Package arrived damaged. 2 fuel cleaner bottles empty. Wrote email to company no response. Very poor don't buy from them.",US,1,2019-07-24T04:44:18Z,Hot Shot's Secret
Lynette,0.8,"Slow shipping

All of their products are great. Their problem is slow shipping.",US,3,2019-07-23T14:40:18Z,Hot Shot's Secret
Roy,1.0,"Great products that really work

Great products that really work! Great company!",US,2,2019-07-23T12:59:09Z,Hot Shot's Secret
James,1.0,"Great products,saves money and…

Great products,saves money and operating cost with better maintance and better running truck.",US,2,2019-07-23T11:33:37Z,Hot Shot's Secret
Lawrence Laprade,1.0,"I started using the EDT 2 weeks ago and…

I started using the EDT 2 weeks ago and I went on vacation. I usually only get 11 or 12 at best mpg and now I get 15mpg. I drive a 2013 Ford F-350 with a 8” lift sitting on 37”.",US,1,2019-07-23T02:08:15Z,Hot Shot's Secret
Nevada Jack,1.0,"Volkswagen Jetta TDI

Been running these products in my 2006 Jetta TDI since it hit 100k miles. Now it has 212K and is still running like new. Great products with proven results.
Nevada Jack
Las Vegas, Nv",US,1,2019-07-22T22:49:02Z,Hot Shot's Secret
Matt Spear,1.0,"Love the products!!

Love the products. Have bought from diesel products to the gas. All of them show improvement as well as fixing major to minor things. Would love to see a real octane booster for gas! Thanks guys.",US,1,2019-07-22T22:32:00Z,Hot Shot's Secret
Jon Russell,1.0,Love this stuff,US,2,2019-07-22T02:31:10Z,Hot Shot's Secret
Carmine Guida,1.0,"The product delivers

The product delivers. No hype, just facts.",US,1,2019-07-19T22:59:35Z,Hot Shot's Secret
NICK ROWLES,1.0,"Diesel extreme started working…

Diesel extreme started working extremely faster that expected the stiction eliminator I presume is working I've noticed better throttle response and less cold start knock I'm driving a first gen dodge w350",US,1,2019-07-19T21:07:20Z,Hot Shot's Secret
Christopher Seale,1.0,"Hot Shot Secret

Shipped out wicked fast. Had the product in my hand in 3 days. Nothing wrong with that. Additive is in my tank as I type this.",US,1,2019-07-17T04:48:59Z,Hot Shot's Secret
Tina McCormack,1.0,"Easy order

Easy order, great prices and fast delivery.",US,1,2019-07-15T23:04:41Z,Hot Shot's Secret
darius smith,1.0,"Great product

Great product. Will be using this product from now on",US,1,2019-07-13T08:40:40Z,Hot Shot's Secret
dave daniel,1.0,"Smother idle

Smother idle, better throttle response.
No change fuel consumption.
Certainly worthwhile additives in old school 7.3 HUEI injection systems.",US,1,2019-07-12T22:06:16Z,Hot Shot's Secret
Patrick Deserisy,1.0,"Received the products and started using…

Received the products and started using them very happy with the outcome,getting an average of 18 mpg using daily diesel treatment on my daily work commute. 2001 f350 2wd drw with 130k.doin a oil change in a few weeks an will be using the oil treatment hoping for more benefits from this as well.",US,1,2019-07-12T21:20:55Z,Hot Shot's Secret
danny rankin,1.0,"I use Diesel extreme every time I fuel…

I use Diesel extreme every time I fuel on my 2013 kenworth t660 with cummins isx15 cm2350. It has made my truck consistently get 8.0 mpg loaded and made this engine runs Super smooth. HOT SHOTS SECRET IS THE BEST!!! My truck only regens maybe 1 time a week,and I run 6 days and run it at least 8hrs a day! Diesel extreme also made my Thermo king APU run like new! I also run Amsoil synthetic oil throughout the engine and still use FR3 and every other oil change at 12,000 miles I use Stiction Eliminator,All these products keep me running as a owner operator problem free! THANK YOU AND GOD BLESS😊",US,1,2019-07-12T20:37:17Z,Hot Shot's Secret
Rick Gennello,1.0,"Like the online service better than…

Like the online service better than dealing with retail store.
Love the product line!",US,1,2019-07-12T15:16:53Z,Hot Shot's Secret
Justin Labate,1.0,"Great product

Great product. Engine runs a lot smoother with the stiction eliminator",US,1,2019-07-12T06:21:47Z,Hot Shot's Secret
Michael Cordes,1.0,"Best additives on the market

Best additives on the market, thank you",US,5,2019-07-11T21:40:34Z,Hot Shot's Secret
Dale Wangler,1.0,"Did a oil change in my 2014 GMC Duramax…

Did a oil change in my 2014 GMC Duramax using your Green Diamond 5w40 and every day Diesel with every fill up. Went on a 700 mile trip pulling a 7200lb travel trailer. Mileage increased from 9.5 to 12.5 MPG. Not pulling trailer noticed it was in the 21 MPG.",US,1,2019-07-08T21:31:24Z,Hot Shot's Secret
Texas Bohunk,1.0,"Ordered the diesel extreme

Ordered the diesel extreme, received the product in a couple of days. Added 16oz as per instructions. First time towing went 500 miles between regens. I will continue to use hotshot secrets products in my 2015 F350",US,4,2019-07-05T01:36:01Z,Hot Shot's Secret
Tara-Jean Leeming,1.0,"Love their products

Love their products! We have a 1996 Dodge ram Cummins Diesel and it has made a huge difference in both fuel economy and restored lost power!",CA,3,2019-07-02T20:28:23Z,Hot Shot's Secret
GBG,1.0,Great Products!,US,1,2019-07-01T22:13:12Z,Hot Shot's Secret
James Collier,0.8,"I did notice a difference

I did notice a difference. I don't have a lot of faith in these things but this stuff does what they say it does",US,1,2019-07-01T17:33:49Z,Hot Shot's Secret
Carl Higgins,1.0,"Flat out everything they sell is just…

Flat out everything they sell is just gold they don’t have any bad products everything performs just like they say it does I was little skeptical at first but know I’m a believer",US,2,2019-06-27T06:34:59Z,Hot Shot's Secret
Beaver T,1.0,"High mile 6.4 power stroke

Have f350 6.4 power stroke. 281000 miles of course dfp egr cat delete. Small 70 hp tune. Starting running products. Diesel stiction. Diesel extreme. Tse in transmission. EDT. Every day treatment. It seems to be more responsive. Shifting smoother. Fuel mileage have increased slightly. Piece of mind. FR3 is next. Looking to get 500000 out of my 6.4.",US,1,2019-06-26T20:15:45Z,Hot Shot's Secret
Edward Wickerson,1.0,"My transmission was hunting for the…

My transmission was hunting for the gear but once I changed the fluid and added TSE everything was working correctly again.",US,4,2019-06-25T21:58:49Z,Hot Shot's Secret
Kurtis Polisky,1.0,"Diesel Extreme and EDT

I purchased Diesel Extreme and EDT, it's been a few weeks since I initially used the Diesel Extreme and I've been following up with the everyday diesel treatment in my 04 lb7 duramax , my mileage has seemed to increase from 18 MPG to 19 MPG. I plan on purchasing stiction Eliminator next which I will leave a review for that as well. Overall I recommend this product for sure.",US,1,2019-06-24T23:37:51Z,Hot Shot's Secret
James Muso,1.0,"it work in my 24yr old Jeep Cherokee XJ…

it work in my 24yr old Jeep Cherokee XJ 1995 it wasn't shifting right now with a (QT) of TSE in it work much better. thank you guys at Hot Shot.",US,1,2019-06-24T19:19:18Z,Hot Shot's Secret
Edward Calub,1.0,"I have been using hot shots secret EDT…

I have been using hot shots secret EDT since my Silverado 2500 HD was new. Still performs just like it was new. I also use the extreme diesel as well. Very awesome products.",US,2,2019-06-22T06:50:24Z,Hot Shot's Secret
Ed Anthony,1.0,"""magic in a bottle""

I first tried it on my diesel and within minutes the difference was noticeable. Smoother, quieter and after 2 gas fill up, I've gained extra 2mpg. I also tried it on my jeep 4.0 which has had the ""lifter tap"" for years and no oil additive has made it stop, only quieted it a little. But after 5 minutes of idling from a fresh oil change with Hot Shot's, the tapping has was gone! Smoother, quieter and also gained a couple mpg! It was so good I decided to order a lot more of including other additives I'd want to try!",US,1,2019-06-20T19:46:59Z,Hot Shot's Secret
Robert Galloway,1.0,"Great products

I use your diesel oil and fuel treatment all the time in my 2006 Duramax. The truck never uses a drop of oil in 10,000. I have also used your gas fuel treatment in my Suburban with great success.
Your shipping is also first class with your packaging.
Great products.",US,3,2019-06-20T12:14:31Z,Hot Shot's Secret
DAVID G KAROW,0.8,"Friction Reducer and TSE work great, Stiction Eliminator is good.

Hot Shot Friction Reducer cleaned up the power steering whine on my 2005 Chevy Tahoe. The TSE worked in my Tahoe and 2006 F350 SD with 6.0, they both shift much smoother now. The Stiction Eliminator smoothed out my 6.0 with 140,000 miles but it didn't save the injector I was hoping it would. I've changed that injector now and the truck runs much smoother with the Stiction Eliminator. I'm going to keep running a quart of it with every oil change on my 6.0.",US,1,2019-06-19T18:42:14Z,Hot Shot's Secret
Bryan H,1.0,"Good product,arrived fast and undamaged",CA,4,2019-06-19T04:26:08Z,Hot Shot's Secret
Mark Jackson,1.0,"Awesome products

Awesome products! Outstanding service!",US,1,2019-06-19T04:18:46Z,Hot Shot's Secret
David Robinson,1.0,"EDT for the win.

Have been using EDT in my fuel for sometime now and have had noticeable mileage improvements. I just changed my oil with Blue Diamond 5w40 and have high expectations. Will be doing oil samples at 15,000 mile intervals. Bought some Stiction Eliminator for my dads Powerstoke that has 350,000 miles. Hoping to improve starts and overall performance. I’m sure it will reading other reviews.",US,1,2019-06-19T00:08:33Z,Hot Shot's Secret
patrick cianchetti,1.0,"It works period !

It works period !: )",US,1,2019-06-18T21:38:52Z,Hot Shot's Secret
John Finn,1.0,"Every time I use Hot Shot's Secret in…

Every time I use Hot Shot's Secret in my 06 LBZ, it runs noticably smoother. I will continue to use your products because I see the difference science makes!",US,1,2019-06-18T20:45:37Z,Hot Shot's Secret
robert morawek,1.0,"great stuff.

Product does what it is advertised to do. Science is science. Use it and your truck will love you for it.",US,2,2019-06-18T16:43:06Z,Hot Shot's Secret
michael pavelski,0.2,"I have powerstroke diesel 130000 miles…

I have powerstroke diesel 130000 miles on the engine ,it always ran perfect ,oil changed every 3000 miles ,until I put stric elem. , in it after 300 miles I started having problems ,everything that gets oil threw the engine is failing now all injectors , d rings ,dummy plugs ,you name it ,over 6000 dollars so far ,I have had this truck for five years never a problem until now ,wont be putting this in any of my trucks again,",US,1,2019-06-16T23:27:10Z,Hot Shot's Secret
Thomas Dailey,1.0,"Great products

Great products i have used the stiction Eliminator in a few 7.3 powerstrokes and a dozen Chevy ls 5.3 and 6.2 with lifter noise with in a few hundred miles the engines had smoothed out and are still running great months later. We also have used the 5w40 engine oil, diesel additive and fr3 all great products",US,2,2019-06-11T20:34:20Z,Hot Shot's Secret
David Wisner,1.0,I find it works,US,2,2019-06-11T15:49:37Z,Hot Shot's Secret
Jeff Dansie,1.0,I love your products.,US,1,2019-06-08T01:01:19Z,Hot Shot's Secret
Norm,1.0,"Their products are excellent

Their products are excellent! I have never had a problem with anything!",US,3,2019-06-07T15:37:39Z,Hot Shot's Secret
Michael Selph,1.0,"I've already noticed great results with…

I've already noticed great results with all the Hot Shot products used.!!",US,5,2019-06-06T21:43:24Z,Hot Shot's Secret
Kevin Dobbins,1.0,"Best product I have ever seen!

Best product I have ever seen! I use it in all my vehicles from my lawn mower to my semi truck.",US,2,2019-06-03T14:16:06Z,Hot Shot's Secret
Edward Watson,1.0,"Truck would barely start

Truck would barely start. Shop recommended changing the injectors and glow plugs. Used 2 quarts of hot shot's secret stiction eliminator and after 100 miles of use truck runs better and starts no problem! Highly recommend to try it before changing injectors. Arrived quickly after ordering with 0 issues",CA,1,2019-05-31T22:28:35Z,Hot Shot's Secret
Shawn bottomley,1.0,"great products

great products, knows there product well... always nice love the informational live feed on fridays
bearded medic",US,3,2019-05-31T14:56:05Z,Hot Shot's Secret
Brad B - East TN,1.0,"You won’t be disappointed!

So glad I met/talked to the Reps for Hot Shots Secret at Rudy’s. I have been running their products ever since!",US,4,2019-05-27T14:27:17Z,Hot Shot's Secret
Steven,1.0,"Good stuff

Good stuff, seems to do what it's supposed to. Car runs better",US,6,2019-05-23T17:54:20Z,Hot Shot's Secret
Arthur Von Marschall,1.0,"Gasoline Extreme

I just tried the gasoline extreme in 2 of my cars, it works great I could feel the improvement before we had used the whole tank.",US,3,2019-05-23T17:46:56Z,Hot Shot's Secret
Justin Painter,1.0,"Got this stuff at Rudy’s season opener…

Got this stuff at Rudy’s season opener and saw an increase in fuel mileage. The pep was extremely noticeable after running 320 miles I can definitely tell a major difference in no treatment vs treatment. I highly recommend this stuff for my 2017 Ram 3500 6.7. Thank you hotshot !!!!!",US,1,2019-05-23T00:50:46Z,Hot Shot's Secret
John Jones,1.0,"Good stuff

Good stuff. From what I have used it works. Can't get no better than that. I order direct online. Great fast service.",US,2,2019-05-22T17:37:34Z,Hot Shot's Secret
Richard Hutchins,1.0,"My truck was shifting hard before I…

My truck was shifting hard before I used TSE. 100 miles later it is shifting smoothly, I think that says it all.",US,2,2019-05-22T12:16:00Z,Hot Shot's Secret
Nancy Drysdale,1.0,"Great Product

We followed directions 4ounce per 10 gallon tank of fuel worked but we still had a little cavitation in the beginning then the engine ran smooth. Next day we emptied half the fuel from the Diesel filter and added the cleaner, advice from an old diesel mechanic bingo that did the trick the jets got clean and we are running smooth again every time THANK YOU GREAT PRODUCT +++++++",US,1,2019-05-21T21:49:26Z,Hot Shot's Secret
West,1.0,"Quick shipping and good quality…

Quick shipping and good quality products. Most recently used gasoline extreme in 96 Honda Accord, can tell a difference in the starting and fuel effeciency.",US,3,2019-05-21T21:49:18Z,Hot Shot's Secret
Jon,1.0,"Rather new to using various Hot Shot's…

Rather new to using various Hot Shot's products but have noticed improvements especially with stiction eliminator. Company ships fast and offers deals. I plan on continuing using their products and hope to share some results when I have better data.",US,2,2019-05-20T21:13:10Z,Hot Shot's Secret
Alpine,1.0,"I very skeptical when I read the…

I very skeptical when I read the reviews of their Oil Stiction Eliminator and Diesel Extreme. I talked to a friend who was a tech at an IH dealership who worked on many 7.3L's. After my discussion with him, I decided to give it a try. While I was on their website, a notice popped up about a 50% off coupon, bonus! I change oil with OSE and put the Diesel Extreme in my tanks. I drove it 600 miles, adding the Diesel Extreme to each fill up. I was amazed at the starting of a cold engine the next morning. The more I drove it, I realized it did seem to have more power. The engine had 217k on it with the original injectors when I tried the products. I have since recommended the products to several people. I believe the one caveat is once added a long nonstop drive will give you the best results. It gives the opportunity for the chemicals to do their work and the engine temp is maintained. My experience says adding and driving in stop and go traffic or starting and stopping the engine does not help clean anything up no matter what you add to the oil or fuel tank. I never talked to anyone from Hot Shot's, but there website is clear and easy to navigate with good info about their products. Again the 50% coupon was a huge bonus.",US,1,2019-05-20T20:41:22Z,Hot Shot's Secret
james keplinger,1.0,"Good products

Good products. Good shipping responsiveness.
Using EDT with new fuel filter within 1 tank of fuel gained 1 mile to the gallon.
Used friction reducer in some 2 stroke motors and has improved idle and noise. Haven't used in truck yet, waiting for next oil change.",US,2,2019-05-20T14:46:58Z,Hot Shot's Secret
Matt,1.0,"Hot Shot Secret has great products

Hot Shot Secret has great products. I use them on the oil and fuel side of my diesel and gas vehicles. Very pleased with the healthy performance it gives them.",US,1,2019-05-18T18:55:25Z,Hot Shot's Secret
Stephen Boonzaaijer,1.0,"Cleared up my injectors

Cleared up my injectors, unstuck rings, and my turbo spins better. Very, very satisfied.",US,1,2019-05-18T00:49:47Z,Hot Shot's Secret
Randal Williams,1.0,"My truck has never run without hotshots…

My truck has never run without hotshots it’s number 1 in my book",US,1,2019-05-17T21:26:48Z,Hot Shot's Secret
Robert Spitznagel,0.8,Put measurements on your bottles,US,1,2019-05-17T15:07:15Z,Hot Shot's Secret
Alex Cox,1.0,"Wow!

05 6.0 Powerstroke. My truck was missing pretty bad first thing in the mornings and after sitting all day. I did my oil change and added the stiction eliminator. Drove the truck about 50 miles (I drove it hard) and then parked it. Amazingly when I left for work the next morning the truck wasn’t missing at all and it’s getting better every day. I will be buying this for every other oil change from now on.",US,1,2019-05-17T04:33:43Z,Hot Shot's Secret
Greg Witherspoon,0.2,"Stiction eliminator should be called Seal eliminator.

i Bought this product a few months ago used it with a shell rotella T6 and instantly noticed a power change. my 2001 7.3 was brought back to life! A week later, loss of power was ridiculous, bogging down, running choppy. i called in to customer care several times and the gentleman told me this was normal in these motor, run it about 500 miles to clear out all the bad he said. so i did, until it literally ate every seal and i noticed gallons of oil dumped in my driveway in one night. i thought it was a crack in the block but upon further inspection, it was EVERY oil seal. I have spent hundreds of dollars from the mistake of using the stiction eliminator. yall can keep your $50. i will NEVER buy Hot shot again.",US,1,2019-05-04T14:15:46Z,Hot Shot's Secret
Brian Kahler,1.0,"This additive is amazing I highly…

This additive is amazing I highly recommend for all your Diesel engines it made my 7.3 run a lot better thank you!!",US,1,2019-04-30T05:27:33Z,Hot Shot's Secret
"JC Counts TD Diesel, LLC",1.0,"Love the products and the company

Love the products and the company. The people are excellent in customer service and could not be any more friendly.",US,1,2019-04-26T13:55:32Z,Hot Shot's Secret
don,1.0,Car starts and runs like new,US,1,2019-04-26T13:01:22Z,Hot Shot's Secret
Brian Reed,1.0,"Amazing Products

I have been using Hot shots secrets products in my personal vehicles and fleet vehicles for about the past year. I have seen increased fuel mileage and reduced maintenance. The products pay for themselves.",US,1,2019-04-26T12:37:38Z,Hot Shot's Secret
Anthony Baca,1.0,"Great Product

Shipping is fast, and the product Diesel extreme additive is the great product. You will not go wrong in purchasing this item.",US,1,2019-04-26T04:00:12Z,Hot Shot's Secret
customer,1.0,Great products fast shipping!,US,2,2019-04-26T03:55:09Z,Hot Shot's Secret
Eric Lobato,1.0,"I HAVE TRYED EVERTHING TO GET ONE…

I HAVE TRYED EVERTHING TO GET ONE INJECTOR TO UN-STICK. I USED 32 OZ BOTTLE OF HOT SHOT! I WAS VERY IMPRESSED IT WORKED. AWESOME CLEAN THE INJECTOR AN DONT HALF TO REPLACE IT!!!!! THANKS!!!HOT SHOT",US,1,2019-04-19T06:15:16Z,Hot Shot's Secret
Rodney,1.0,"Don’t use this stuff in your fuel…

Don’t use this stuff in your fuel system! I spoke with their head person over EDT department and they don’t know if their stuff is a (emulsifier or demiisifier). You don’t want to send water though your fuel system! Very unprofessional . Buy at your own risk",US,1,2019-04-05T15:58:46Z,Hot Shot's Secret
David Miskiewicz,1.0,"Put some stiction in my 4.7L jeep and…

Put some stiction in my 4.7L jeep and my 2.0 subaru got a dose of friction reducer, with fresh oil changes. Is it working, no idea as the Subaru is driven 3k/year and jeep is a world of issues on it's own. I am not doing any fuel mileage tests. But am taking their word on it",US,1,2019-03-25T15:59:15Z,Hot Shot's Secret
TODD WITTMUS,1.0,"Great product

Great product , wont use anything else in my diesel . I trust Hot Shots Secret .",US,1,2019-03-25T01:22:22Z,Hot Shot's Secret
Troy Taylor,1.0,"I ordered a 5 gallon bucket of the 5w40…

Hot Shot's Secret is a company of its word, there was a mishap with an item that was free with a purchase and they immediately got in touch with me and fixed the problem immediately. I will continue to do business with this company and i encourage everyone to do so also. Thanks Hot Shot's for the quick response and shipment.",US,1,2019-03-30T01:45:54Z,Hot Shot's Secret
AJ,1.0,"I contacted HSS via email and they…

I contacted HSS via email and they responded rather quickly. I live about 2 hours from their office and was invited to stop by for a tour and learn about all their products",US,1,2019-03-21T22:50:04Z,Hot Shot's Secret
Kevin Krumanaker,1.0,"Great product!

Great product!! Use it on my Cummins and Ecodiesel!!",US,1,2019-03-20T04:54:24Z,Hot Shot's Secret
kenneth chappelle,1.0,"The Hot Shot products work just like…

The Hot Shot products work just like Hot Shot says they do even better than I would have expected. I have over 35 years experience in diesel truck maintenance as a mechanic, for engine life longevity and minimizing the odds of problems the Hot Shot program is part of my regular preventative maintenance.",CA,1,2019-03-20T03:31:33Z,Hot Shot's Secret
Pete Hier,1.0,"Improves performance on everything fom…

Improves performance on everything fom a '97 Powerstroke to a '53 International TD-6 dozer.
Just great stuff!",US,2,2019-03-19T18:06:09Z,Hot Shot's Secret
Willie Kuykendall,1.0,"Love running this in my 967.3l with…

Love running this in my 967.3l with over 275,000 miles on it. Make for a easy start in the cold mornings.",US,1,2019-03-18T18:31:01Z,Hot Shot's Secret
Brian Haentze,1.0,Great product does what it's supposed to,US,1,2019-03-15T10:51:29Z,Hot Shot's Secret
John J,1.0,"Excellent product at a fair price

Excellent product at a fair price. Delivery was quick.",US,1,2019-03-11T02:16:34Z,Hot Shot's Secret
Darryl Francis,1.0,"It is D most amazing product I've ever…

It is D most amazing product I've ever use on my truck I was never a believer of miracle in a bottle until I tried this I have a 2000 F350 with the 7.3 l motor it rattled was loud and smoked once I put this in less than 200 miles later it ran smoother idle better the rattle is in half as loud. great product I recommend this to anyone who owns a 7.3l",US,2,2019-03-08T21:25:08Z,Hot Shot's Secret
Ryan Guesfeird,1.0,"There is no better products available

There is no better products available. Hot Shots Secret works. Everything from diesel extreme, fr3, to stiction eliminator there is no comparison.",US,1,2019-03-07T14:46:56Z,Hot Shot's Secret
Michael Simpson,1.0,"Procucts always arrive within a week of…

Procucts always arrive within a week of placing orders.",US,1,2019-03-05T10:37:15Z,Hot Shot's Secret
Randy Dixon,1.0,"Every item that i have used from this…

Every item that i have used from this company has worked, GREAT job!",US,1,2019-03-02T11:43:59Z,Hot Shot's Secret
Keane's Automotive Specialists 4 Kevin,0.6,"Tried to order online

Tried to order online, however the system kept saying that I had the wrong address. So I ended calling in and having some one put in the order, he didn't know the products very well however. Anyway after I got the order done w/him I went online and checked and had 6 orders in and had to call my credit card and cancel all of them.",US,2,2019-03-01T20:31:26Z,Hot Shot's Secret
Bree Jensen,1.0,"Great people who make great products

Great people who make great products. Give the Blue Diamond oil a try. It really does make a difference. Well actually, give it all a try!:) I’ve used 4 products by these guys so far and every one has done what it advertised and more.",US,1,2019-03-01T01:24:04Z,Hot Shot's Secret
James Kolari,1.0,"Company fixed my order

I had some problems with my order but company immediately helped me to fix it. Great!",US,2,2019-03-01T19:24:36Z,Hot Shot's Secret
Roberto Garcia,0.8,"It is a great product my truck runs…

It is a great product my truck runs better after I started using this product",US,1,2019-02-22T05:55:59Z,Hot Shot's Secret
RYAN HASTINGS,1.0,Best products on the market!!,US,1,2019-02-21T02:20:00Z,Hot Shot's Secret
David L,1.0,Great product & Service,US,1,2019-02-20T14:07:49Z,Hot Shot's Secret
Joseph Culfa,1.0,"Great Products, Great Prices, Fast Delivery

Excellent customer service and products. Delivery is very fast and free. They continue to provide promotional incentives to new and existing customers.",US,3,2019-02-18T19:58:07Z,Hot Shot's Secret
