Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Nigel Sands Jr,1.0,"OMG Karol Avila was great she answered…

OMG Karol Avila was great she answered all my questions so fluently. I'm visiting from The Bahamas and not 25 as yet. And she was so helpful to explain the policies and best prices. I will recommend her to anyone travelling The Bahmas.",BS,1.0,2021-03-06T18:19:33Z,Miles Car Rental
customer,0.2,"Cancel booking link is not working

Cancel booking link is not working.
The only way to make changes must contact the company over the phone. Company email and phone number is not listed on the contact us info.",US,1.0,2021-03-04T10:57:58Z,Miles Car Rental
customer,1.0,Super quick and easy!,AW,1.0,2021-03-01T02:51:37Z,Miles Car Rental
customer,0.2,"Giant scam

This website is a rip off. I booked a car rental and the price indicated was $24.58. There was no mention of any balance due at the time of payment. Suddenly, immediately after paying the amount, it said that an additional $140 would be due at pick up. The contact us section of the website is a joke. There is no contact information… Neither an email address nor a phone number. The whole thing seems like a scam.",US,1.0,2021-03-01T02:23:42Z,Miles Car Rental
customer,0.2,"The website is misleading

The website is misleading, they never tell you the total price of the car until you enter your credit card information. Once you try to cancel your charge they hit you with a cancelation fee. I will never visit this site again..",US,2.0,2021-02-27T19:37:41Z,Miles Car Rental
Crystal,0.2,"Deceived by false advertising with no way to cancel reservations

Y'all deceived me and I see no link to cancel my reservation! I was looking for a car to rent for 3 days, saw what looked like a special for $16.84 per day. Perfect! So I reserve it. Then I get a voucher saying oh you paid this, but once you get here you have to pay hundreds more. Where was that in the beginning. I saw $16.84 per day, how does that total $400!?!?! $400 to rent a car for 3 days!?!?! No thank you!! Where can I cancel my reservation?",US,1.0,2021-02-27T17:08:14Z,Miles Car Rental
customer,0.2,"The rental showed for 16dls A Day

The rental showed for 16dls A Day. Nothing said on the page that would increase the price to 88dls a day. So i feel im getting fooled. I’ve worked with this page for a long time and this is the first time i feel robbed",US,1.0,2021-02-27T14:45:43Z,Miles Car Rental
Client,0.2,"Perdido

donot know how much i paid, do not know where to search. Where can i see my reservation details?

I guess you did not read my opinion, please let me know where i can see my reservation details. thanks.",PR,1.0,2021-02-25T17:42:44Z,Miles Car Rental
clieente: SAUL SOTO,0.8,"CORRECT THE CAR PICK-UP TIME

Summary of your rental
February 25, 2021 at 12:00
March 24, 2021 at 05:00
Orlando International Airport
Orlando International Airport
NOTE: THIS IS THE CAR RENTAL TIME, BUT AT THE BAUCHER THE PICK-UP IS AT 12 PM AND I NEED TO CHANGE IT BY 12: 00 AT MIDNIGHT; WHAT SHOULD I DO?",CO,1.0,2021-02-25T05:03:25Z,Miles Car Rental
customer,1.0,"Karol Avila make sure that I understand…

Karol Avila make sure that I understand and I has confirm everything on my reservation, that make a has peace that night, because before that I was having a trouble with all the processes.",PR,1.0,2021-02-24T02:11:30Z,Miles Car Rental
Mayela Duque,1.0,"The best service ever

The best service ever, i had to talk in two occasions and both agents solved my issues and their attention are beyond the expected

Andrés Gil y Martha Olivar",AR,3.0,2021-02-20T21:14:19Z,Miles Car Rental
customer,1.0,"Great

Great love the service",VI,1.0,2021-02-18T22:52:01Z,Miles Car Rental
BENITO I RODRIGUEZ MASSO,1.0,"Came to know about you through a…

Came to know about you through a friend. His experience was 100% positive. I look forward to mine.",PR,2.0,2021-02-16T15:08:14Z,Miles Car Rental
customer,0.2,"unvalid

Unvalid confirmation number I couldn't get the car I paid with you",GT,1.0,2021-02-13T14:57:27Z,Miles Car Rental
customer,0.2,"Even worse follow up....

Following up... they replied to my last review.. saying they wanted to get in touch with me, over the review... and yet don't leave a way to contact them...

This is a joke a right?
Already put in the fraud claim...
Hope people see this review before sending this place money..",US,2.0,2021-02-10T21:39:59Z,Miles Car Rental
Elizabeth,1.0,"Great prices

Great prices, easy to make a reservation. Love this site!",US,5.0,2021-02-01T22:15:24Z,Miles Car Rental
Carlos A Betancur Vasquez,1.0,"This is my first time with this company…

This is my first time with this company and I am very pleased with the clarity and layout of the information and the whole reservation process.",CO,1.0,2021-01-27T04:52:50Z,Miles Car Rental
Spence,0.6,"The only problem I find here is…

The only problem I find here is contacting them through their website. Service is somewhat good.",NL,4.0,2021-01-25T20:24:15Z,Miles Car Rental
customer,1.0,"Karol avila was very nice, im happy!!

Karol avila was very good for me!",US,1.0,2021-01-23T17:30:15Z,Miles Car Rental
Eddie Betit,1.0,"Anly Sanchez Sales Associate was a…

Anly Sanchez Sales Associate was a excellent help thank you",US,1.0,2021-01-17T16:53:44Z,Miles Car Rental
customer,1.0,"Amazing Post-Service !

Great post-service ! Krissbell Parra took my case and she was extremely helpful. I would gladly book again with Miles Car Rental. Thank you",US,1.0,2021-01-26T01:08:26Z,Miles Car Rental
Consumer,1.0,"Recommendation Kissbell Para Miles Car Rental

NI waited until the last minute to book a rental before New Year day. Checking on line the rates were astronomical. I then came across Miles Car Rental, the rate was significantly less than the other websites. I called to confirm the site and to my surprise I actually spoke to an agent. Kissbell Parra confirmed the price, but also looked to find me a cheaper rate. In my moment of despair, Kissbell was confident and professional in finding a car for me. Also, she was very personable, I felt like I had someone on my side, not like talking to the other car rental agencies. She explained the procedure in detail. The procedure was seamless and all went according to what Kissbell described when I went to pick-up the car. Also, after picking-up the vehicle I had a question. I emailed Kissbell directly and she answered immediately. Thanks so much Kissbell, I will definitely contact you when I rent again. A1 Service! From: Veronica",EC,1.0,2021-01-06T17:40:38Z,Miles Car Rental
Alvaro Romero,1.0,Best prices Few options Easy/clear,CO,1.0,2021-01-03T14:41:22Z,Miles Car Rental
Frequent Flyer Customer,1.0,"I have used Miles Car Rental several…

I have used Miles Car Rental several times when travelling to Florida. I never had any issues when picking or returning a vehicle. Prices are real good and the reservation process is very straight forward.
I gladly recommend Miles Car Rental to all travelers.",US,1.0,2020-12-28T02:00:13Z,Miles Car Rental
customer,0.2,"Website is awful no way to reach…

Website is awful no way to reach anyone. Link's to cancel are horrible. Let me rent a car from thrifty when they were closed. Will never use the company again. Continuing to get frustrated the longer it takes me to be able to cancel",US,1.0,2020-12-28T01:06:26Z,Miles Car Rental
customer,1.0,Ably Sanchez is wonderful,US,1.0,2020-12-27T15:12:29Z,Miles Car Rental
EddTromp,1.0,"I was spectacle at first but after…

I was spectacle at first but after reading reviews online and Trip Advisor ratings, I try it.
I could not believe the price and rented and it was great.
Even bought my insurance on Miles Car and it was a relieve
Thanks and next time I will use Miles again and again",AW,1.0,2020-12-17T04:58:43Z,Miles Car Rental
Anais Correa,1.0,Good job....,PR,1.0,2020-12-16T20:19:21Z,Miles Car Rental
MR. TOR,1.0,"Kissbell so greatful

Thanks to kissbell for doing my reservation easy from puerto rico, first time traveling!",US,1.0,2020-12-16T04:54:45Z,Miles Car Rental
ANDRES,1.0,"Such a good customer service…

Such a good customer service experience, friendly, confident and proficient agent, a really good option for car rent.",CO,2.0,2020-12-15T23:52:16Z,Miles Car Rental
customer,1.0,"Quick

Quick, fair and great rate.",US,1.0,2020-12-15T00:05:53Z,Miles Car Rental
customer,1.0,Excelent service,PA,1.0,2020-12-07T22:34:32Z,Miles Car Rental
Derline saint cyr,1.0,"Wonderful Day

Hi, my name is DERLINE, my experience with Miles Car Rental ( $ ) was very good.
I was talking to Andres Gil, he was so helpful, so kind. I really appreciate the way you treat people. Keep going guys, you do good job.",US,1.0,2020-12-02T17:12:28Z,Miles Car Rental
Rodney Trusty,1.0,"Everything was SMOOTH

Everything was SMOOTH. Thank you!",US,1.0,2020-11-25T16:11:22Z,Miles Car Rental
cliente,0.8,"I was expecting an elantra and I get a…

I was expecting an elantra and I get a Malibu. But it's okay a new brand for me to try.",US,1.0,2020-11-20T02:17:12Z,Miles Car Rental
customer,1.0,"The agent was Very friendly and helpful…

The agent was Very friendly and helpful for locating a quick rental location for me.",US,1.0,2020-11-12T22:12:36Z,Miles Car Rental
Pass,0.2,"Very friendly customer service

Very friendly customer service. However, I will never rent from them again. I rented a car through them, but when I arrived at the rental agency there were no cars available. I contacted them regarding the situation. They said they would refund my 395 dollars. This occurred on October 18 and today is November 10. I have yet to receive my refund. I rented a car from a different Rental agency the next day and needlessly to say received an early return refund within two days.",US,1.0,2020-11-10T23:42:07Z,Miles Car Rental
Juan M,0.2,"Very bad customer service

Very bad customer service. Couldn’t get the car because it was reserved from a third party they said. People
Makes plans! don’t ruin them!",US,1.0,2020-11-01T17:56:16Z,Miles Car Rental
customer,1.0,Two thumps up,EC,1.0,2020-10-26T14:46:14Z,Miles Car Rental
Alberto Rodriguez,1.0,"Miles car rentals

Miles car rentals, is the only option i use at the time of renting a car. convenience, priving and location is always possible with this company. thanks.",US,5.0,2020-10-25T15:25:49Z,Miles Car Rental
customer,1.0,"Great customer service

Great customer service! They were really clear with the information.",CO,1.0,2020-10-24T17:29:42Z,Miles Car Rental
Maritza,1.0,"Miles Car Rental

My booking experience has been very helpful thank. I use the San Juan Puerto Rico office",PR,1.0,2020-10-24T13:46:46Z,Miles Car Rental
Leonard S,1.0,"After a false start this weekend

After a false start this weekend, Miles really came through for me today. Thanks guys !",US,3.0,2020-10-19T23:45:36Z,Miles Car Rental
Mariluz,1.0,"WILLIAM FERREIRA

WILLIAM FERREIRA,
EXCELENTE SERVICIO AL CLIENTE, ATENDO Y AMABLE.",PR,1.0,2020-10-09T15:02:37Z,Miles Car Rental
Juan camilo,1.0,Everything with this guy is perfect,US,1.0,2020-10-08T16:38:02Z,Miles Car Rental
Larissa,1.0,"By far the best prices available…

By far the best prices available compared to other websites.
I compared many websites and also direct with the car rental companies but kept coming back to Miles for the excellent rate",SX,2.0,2020-10-07T22:32:16Z,Miles Car Rental
customer,0.8,"The experience was delightful and easy

The experience was delightful and easy. The process seemed to not have any obstacles in the way.
Now we will find out if what was offered is what we get when the time comes. We are hopeful",US,1.0,2020-10-05T17:52:28Z,Miles Car Rental
Prakash & Chandra,1.0,Excellent pricing,US,1.0,2020-10-03T06:03:52Z,Miles Car Rental
Clemente Pereda,1.0,Miles was very helpful and accurate.,US,1.0,2020-09-29T18:19:29Z,Miles Car Rental
Angelo,1.0,"Miles car rental was a quick easy…

Miles car rental was a quick easy process with very good pricing. Have used their service multiple times and plan to continue to use their service",US,2.0,2020-09-26T17:17:17Z,Miles Car Rental
Jhariel Tello,1.0,"Nicole Maldonado was AMAZING

Nicole Maldonado was AMAZING.
GREAT CUSTOMER SEVICE!!",US,3.0,2020-09-26T02:21:33Z,Miles Car Rental
Edwin Velez,1.0,"The service provide by Mr.Juan Castillo…

The service provide by Mr.Juan Castillo at Miles Car Rental was amazing,very professional and clear,i recommend your company to have employees as Mr.Juan Castillo. Congratulations.",PR,3.0,2020-09-20T18:17:07Z,Miles Car Rental
Emma Lea Moorman,0.4,"The car was filthy and not the car I…

The car was filthy and not the car I had chosen. The price was much higher than I was quoted.",US,1.0,2020-09-12T22:52:23Z,Miles Car Rental
Tammy,1.0,"Great service

Great service, I saved 35%, I always rent from Miles when I vacation in Florida",US,7.0,2020-09-09T13:08:16Z,Miles Car Rental
Marielle de Miranda,0.2,"5 minutes after I had reserved the car…

5 minutes after I had reserved the car and paid I realized I had put in the wrong dates. I called immediately to change it and when I did they wanted to charge me 2x the price. I told them to cancel it immediately since not even 10 minutes have passed. They told me the refund policy is the company takes out a percentage of the deposit you already paid. Every car rental or airplane company gives you at least 24 hours of free cancellation. This is ridiculous. Enjoy your free money.",AW,1.0,2020-09-01T20:10:05Z,Miles Car Rental
Erick M.,1.0,"Its fast and easy to use

Its fast and easy to use. Always gets the nice prices...",US,2.0,2020-09-01T16:13:47Z,Miles Car Rental
Christie,1.0,"Great Cars, Great Service!

So far, excellent service!!

Two separate incidents I called the helpline, I was answered in 2-3mins. The staff was very friendly and exceptionally helpful. The first was creative and determined in solving my problem of a locked car. The second showed great initiative and even courage to have my fee refunded when the car refused to end the ride for hours.

Great service, would highly recommend. Especially compared to competitor, WeShare, who I used first but have been completely mistreated by and will no longer use.",GB,3.0,2020-08-31T15:23:59Z,Miles Car Rental
customer,1.0,Excellent customer service !,US,1.0,2020-08-28T00:36:23Z,Miles Car Rental
cliente,1.0,"La primera vez que utilizo la pagina..

La primera vez que utilizo la pagina... fue rapido = hope the experience at the end still the same",PR,1.0,2020-08-22T22:56:08Z,Miles Car Rental
customer,0.2,"I hated it you guys took my money from…

I hated it you guys took my money from me then when I got to the place to pick up the rental they said I couldn’t use my debit card but they took the money from me already then I went up there two days back to back the first time they didn’t tell me anything about my debit card then out of no where they bring this up I will never go back to thrifty hertz none of the rental places tied to hertz or thrifty",US,1.0,2020-08-17T19:22:57Z,Miles Car Rental
customer,1.0,"Fast service

Fast service, great atention, easy drop off, definetly will rent again.

thank you.",DO,1.0,2020-07-30T15:04:44Z,Miles Car Rental
customer,1.0,love it always get the best rates,US,3.0,2020-07-28T21:52:00Z,Miles Car Rental
Maria Martinez,1.0,"I neede a last minute rental in a…

I neede a last minute rental in a Saturday morning and Miles car rental got it, I am so pleased with the service
Thanks",US,2.0,2020-07-25T21:28:30Z,Miles Car Rental
Brandon Arnett,1.0,"i was very pleased with the service…

i was very pleased with the service provided to me. I will be using Miles Car Rental again as well as refer my family and friends as well.",US,1.0,2020-07-23T19:24:51Z,Miles Car Rental
César,1.0,"Great service by Barbara Santiago

Great service by Barbara Santiago, who helped me to have the proper car rental. All doubts were clarified.",PR,4.0,2020-07-20T20:07:39Z,Miles Car Rental
customer,1.0,"Fantastic service

Fantastic service. Jose was very professional.",BS,1.0,2020-07-20T14:30:56Z,Miles Car Rental
TETZIN,0.8,"GOOD TROUBLE SOLVING

SOME TROUBLES AT THE BEGINING, BUT SOLVE IT AND GIVED A NICE SERVICE.",MX,1.0,2020-07-16T04:41:38Z,Miles Car Rental
James Lee,0.2,"Pricing good but not a straight shooter on cancellation policy.

Wording on cancellation policy is written very poorly. English is my first language and read it many times before making the booking. I needed to cancel and was charged a fee. Needs to be written in English by someone who actually speaks English. Your pricing is good.",SX,3.0,2020-07-14T17:28:59Z,Miles Car Rental
customer,0.2,"Terrible

Representative never mentioned that we needed a return flight to pick up the car. We have been waiting for the longest time just to get turned away because of no return flight.",US,1.0,2020-07-11T14:59:31Z,Miles Car Rental
Ana Vitoria Leal Guerino,1.0,"Great service :)

I was really worried about my reservation since I didn't received an email straight away so I called Miles Car Rental and Joanna helped me with the reservation process! Very happy with her service! She's awesome! Thank you so much for the great service Joanna :)
Regards, Ana Vitoria.",BS,1.0,2020-07-09T00:49:57Z,Miles Car Rental
Eva LaPaz,0.2,"Worse experience

I have never experienced such bad customer service. I made a reservation for a car rental and then had to cancel it (the same day), and I was told I'd receive a refund. Almost a full two weeks has gone by and I've had to call multiple times, still have not received my refund. Every representative I speak to says something different. Worse experience I have ever had. Their cancellation policy are not clear and their staff members are not well trained. I would not advise booking through this 3rd party site.",US,1.0,2020-07-06T19:28:24Z,Miles Car Rental
Brayonna,1.0,"Great service

Hi,

I recently had the pleasure of speaking with Andres at Miles Car Rental. Andres had great customer service, he was patient with me and he found the most economical rate. Thank you Andres and Miles Car Rental. You have a new customer!",US,1.0,2020-07-03T20:22:55Z,Miles Car Rental
Brittany farran,0.2,"Don't like that you can't pay now

Don't like that you can't pay now, makes no sense especially with whats going on it should be as little contact as possible.",US,1.0,2020-07-03T16:07:46Z,Miles Car Rental
customer,1.0,"Great

Great employees",US,1.0,2020-07-03T00:36:43Z,Miles Car Rental
Tammie,1.0,"Prepaid Debit Card

I was not able to find a rental company that would take a prepaid debit card. Miles was there to rescue us - the day before we were leaving on vacation! What a great experience. Better prices than any rental company too.",US,1.0,2020-06-27T11:49:55Z,Miles Car Rental
customer,0.2,"Called to verify location

Called to verify location. Service was awful. Could barely hear the representative. Put me on hold several times. I ended up hanging up and tried to cancel reservation but couldn’t.",US,1.0,2020-06-25T21:30:41Z,Miles Car Rental
cliente,0.6,"ijkjh

dont find my reservation",US,1.0,2020-06-13T05:58:51Z,Miles Car Rental
customer,1.0,Fun car at a great price.,US,2.0,2020-05-14T23:09:29Z,Miles Car Rental
customerKevin,1.0,"Ralph Nunez was very professional and…

Ralph Nunez was very professional and an AWESOME customer service representative",US,1.0,2020-05-08T19:28:49Z,Miles Car Rental
Jhade,0.2,"ABSURD

ABSURD
I RENTED A VEHICLE IN ORLANDO, ARRIVED TO THE LOCATION AND NO AHENT WAS PRESENT WITH THE VENDOR EASIRENT. I CALLED MILES CUSTOMER SERVICE AFTER BEING DIRECTED TO YHE INCORRECT LOCATION PER MY CONFIRMATION EMAIL. I WAS PLACED ON HOLD INDEFINITELY, AND MY CONCERNS WERE COMPLETELY IGNORED. Zero customer service. Wow",US,1.0,2020-05-06T23:35:15Z,Miles Car Rental
G. Dom Passarelli,1.0,"YOUR Mr Rafael Nunez!!!

YOUR Mr. Rafael Nunez was the real exception!! His English was excellent and I was able to get my reservation done
with no hassle and a ton of good advice. I do speak and understand Spanish although not Hispanic and I was able to go from one language to another without skipping a beat with this truly Prfessional man. Old or Young HE IS AN ASSET to any company because of his prfessionalism and manner of dealing with a client. I did bait him just to see where it would lead and he was flawless. DO NOT LOOSE this employee. HE SHOULD BE TRAINING THE CREW in New YORK because they need SERIOUS training and then they maqy not attain this man's capablilty level. BRAVO!!!!",DO,2.0,2020-05-02T20:44:13Z,Miles Car Rental
Giulio Passarelli,1.0,"Your Rafael Nunez was a delight to work with!!

Your Rafael Nunez was delightful and a TRUE Professional. Made the experience PAINLESS unlike the crew in New York who could not even figure out the hour of the day correctly.",US,5.0,2020-05-02T19:11:23Z,Miles Car Rental
MELISSA,1.0,"Great people

Karen was very helpful in a time of need I appreciate the time she has took to help me with my needs during this time. Very helpful and understanding employees with great prices.",US,2.0,2020-05-06T19:27:59Z,Miles Car Rental
customer juan,1.0,"Excellent

Excellent job",US,2.0,2020-04-30T03:22:17Z,Miles Car Rental
customer,1.0,"The price was right and the online…

The price was right and the online experience moved quickly. Mark Ricketts",JM,1.0,2020-04-29T18:42:20Z,Miles Car Rental
customer,0.2,"I paid for the rental online got to…

I paid for the rental online got to Orlando to get car and there was no car rental place it's a scam called to get money and was hung up on",US,1.0,2020-04-24T05:19:55Z,Miles Car Rental
Tuwase,0.8,"I used miles for the first time this…

I used miles for the first time this weekend and had a positive experience. The process was streamlined and expeditious.",US,1.0,2020-04-21T09:29:00Z,Miles Car Rental
Adiari Rodriguez,1.0,"Highly recommended

I just call and Maria Gil attended all my concerns and helped me with my reservation. Very kind and sweet. She told me she would call me back within 10 minutes because the system was giving an error. (in my head I'm saying she won't call back) But she did and within 10 minutes my problem was resolved with high-quality customer service. Thank you, Maria, people like you make the world very pleasant. Iraida Rodriguez",PR,3.0,2020-04-17T16:28:18Z,Miles Car Rental
Rouse,1.0,"Great customer service

Prompt service, excellent customer service. Will surely use this service again.",TT,1.0,2020-04-15T16:42:46Z,Miles Car Rental
Romulo Argotte,0.8,"I found almost the information I needed rey fast reservation i would like more about insurance

I found almost the information I needed",VE,2.0,2020-04-09T02:00:44Z,Miles Car Rental
customer,1.0,"excellent !!!

great, friendly, helpful service, and quick too!",US,1.0,2020-04-04T19:48:41Z,Miles Car Rental
Kathy,1.0,"All was great with this company

All was great with this company. Will book again.",US,1.0,2020-03-20T01:01:43Z,Miles Car Rental
customer,1.0,"Awesome

Great customer service and follow up .",BS,1.0,2020-04-30T16:38:15Z,Miles Car Rental
Sebastian Gonet,0.8,"Brilliant customer service

Great customer service. Will choose it again.",IE,1.0,2020-03-31T21:19:22Z,Miles Car Rental
Ivo Matos,0.2,"MILES CAR RENTAL IS A SCAM IN BRAZIL

MILES CAR RENTAL IS A SCAM IN BRAZIL. THEY ACT AS A COMPANY SELLING IN BRAZIL AND CAUSES LOSSES TO CUSTOMERS UDING OPPORTUNITY LIKE CORONA VIRUS TO INCREASE THEIR PROFIT NO MATTER HOW HARD SND SERIOUS THEY HARM PEOPLES THAT TRUST THEM.. THEY USE CANCELATION POLICY TO AVOID CANCELLATION AND THEY OFFER TO KEEP 18% OF TOTAL VALUE. THEN THEY RETURN THE VALUE IN BRAZILIAN CURRENCY THAT IS LESS THAN 50% IF MONEY THEY CHARGED IN OUR CREDIT CARD. THEY GAIN PROFIT PAYING A CURRENCY EXCHANGE RATE OF O E YEAR AGO.. THEY SAY THAT CONSUMER PROTECTION LAW DOES NOT AFFECT THEM BECAUSE ARE NOT IN BRAZIL.. IT IS A SCAM... EVERYWHERE THERE ARE SERIOUS COMPLAINT DENUNCIATING THIS COMPANY.",BR,1.0,2020-03-17T21:42:30Z,Miles Car Rental
Armin,1.0,"excellent customer service

The lady that help me at the service counter was very friendly and helpful. She answered all my questions and concerns. Also, got me on my way quickly!",US,1.0,2020-03-11T17:00:27Z,Miles Car Rental
Linda Pacheco,1.0,"Daniel at the Customer Service are was…

Daniel at the Customer Service are was excellent. He answered all our questions very nicely and diligently.

Linda",PR,1.0,2020-03-09T21:04:43Z,Miles Car Rental
Andrej,1.0,"Ask for Johana

Ask for Johana, Johana Garcia is one of the kindest sales person I have ever got in touch. Thank you very much for your help, support and effective communication. This is how you should do service. Thanks!",US,1.0,2020-03-08T06:03:46Z,Miles Car Rental
JL,1.0,"Muy Buena Experiencia Rentando Carros…

Muy Buena Experiencia Rentando Carros Grandes.",US,1.0,2020-03-05T22:16:29Z,Miles Car Rental
customer,1.0,"I have used this website a few times…

I have used this website a few times and I love it. It quick and easy to use and is the cheapest I have came across .",BS,1.0,2020-03-04T17:10:53Z,Miles Car Rental
customer,1.0,The site is simple and easy to use.,JM,1.0,2020-03-03T02:24:16Z,Miles Car Rental
Joseph McEwan,1.0,"I have always find it extremely easy to…

I have always find it extremely easy to use this company's website and do my booking",GB,6.0,2020-03-02T18:50:22Z,Miles Car Rental
customer,1.0,"you guys rock

you guys rock. easy reservation process and cheapest rates BY FAR!!!",US,1.0,2020-02-28T01:43:45Z,Miles Car Rental
Bailey H,0.8,"Online was VERY easy to navigate

Online was VERY easy to navigate and understand. I’ve never rented a car before but if it’s this smooth 👌🏻",US,4.0,2020-02-27T17:44:14Z,Miles Car Rental
Velez,1.0,"Fantastic

Fast,easy great price.",PR,1.0,2020-02-25T08:37:48Z,Miles Car Rental
PAULO DE TARSO RANGEL RIBEIRO,1.0,"Excellent assistance

Excellent assistance, the best I could ger.",BR,1.0,2020-02-22T22:57:29Z,Miles Car Rental
customer,1.0,Very good prices online,SR,1.0,2020-02-20T00:46:08Z,Miles Car Rental
Maria Charriez Perez,1.0,"It was cheapest deal hoping to get the…

It was cheapest deal hoping to get the best service",PR,2.0,2020-02-18T21:07:14Z,Miles Car Rental
Brian.,1.0,"Excellent service

Excellent service great customer service.",GB,2.0,2020-02-17T21:41:42Z,Miles Car Rental
customer,1.0,"Website is very easy to book car the…

Website is very easy to book car the price is reasonable!",US,1.0,2020-02-17T04:38:18Z,Miles Car Rental
Tony,1.0,"I love mikes car rental..I rented a car…

I love mikes car rental..I rented a car in fort lauradale and couldn’t be happier for the price and car I got..I recommend this company to everyone looking to rent a car..i rented a car today for Las Vegas and hoping I get the same satisfaction I got like when I rented in fort lauradale",US,2.0,2020-02-14T05:17:19Z,Miles Car Rental
Virginia Hanson,1.0,"The website was very easy to navigate…

The website was very easy to navigate and the discount they gave me was very good!",US,1.0,2020-02-13T01:04:00Z,Miles Car Rental
Ryan,1.0,"Wonderful!

Wonderful!! Look online for rentals, found this website and saved over $200 dollars! Would definitely use again!!",US,1.0,2020-02-12T17:51:05Z,Miles Car Rental
Anisha Lachmandas,1.0,It was very easy and convenient.,AE,2.0,2020-02-09T00:01:58Z,Miles Car Rental
customer,1.0,Very friendly site,PR,1.0,2020-02-07T14:32:57Z,Miles Car Rental
Derek Law,1.0,"So far so good and exactly what the…

So far so good and exactly what the numerous reviews said I would experience. I only chose to give them the business because the reviews were so good.",GB,4.0,2020-02-03T21:21:47Z,Miles Car Rental
customer,1.0,"Thanks

Great services. Thanks",CL,1.0,2020-01-31T17:29:37Z,Miles Car Rental
sue,1.0,"very easy to book on line

very easy to book on line. i called and the girl was very helpful",CA,1.0,2020-01-31T14:04:35Z,Miles Car Rental
Gabriela,0.8,"very easy to book

very easy to book, excellent prices",CL,2.0,2020-01-30T13:44:38Z,Miles Car Rental
MONICA NAVIA C,1.0,"Excelllent

Excelllent...and diligent",CO,1.0,2020-01-30T02:56:06Z,Miles Car Rental
customer,0.2,"I could not get in touch with the…

I could not get in touch with the actual location of the reservation and whenever I called customer service they didn’t know what to do. The number for the actual location did not work. I wasn’t able to talk to a person. It was not helpful at all.",US,1.0,2020-01-25T18:40:21Z,Miles Car Rental
customer,1.0,GREAT CUSTOMER SERVICE HANDS DOWN,US,1.0,2020-01-25T00:17:10Z,Miles Car Rental
customer,1.0,"Very accommodating & friendly

They were awesome! Quick refund when I had a problem. Will recommend!",US,1.0,2020-02-03T11:47:47Z,Miles Car Rental
customer,1.0,Really easy and fast process +++,CO,1.0,2020-01-23T01:09:09Z,Miles Car Rental
Armazol Zerpa,1.0,"Excellent customer service !

Excellent customer service. I received great attention from Camila Rodríguez, very professional !

On the other hand, The car was spotless and brand new.",US,1.0,2020-01-21T15:22:51Z,Miles Car Rental
Evelyn,1.0,"Ms Dhanyela Castillo

Ms. Dhanyela Castillo was extremely helpful. No matter how many questions I asked she answered and never got upset. I would recommend to anyone. Thanks for all your assistance and you are a great example of great customer service.",TT,1.0,2020-01-21T15:02:21Z,Miles Car Rental
Majofa,1.0,"Second to none

Second to none
I am so glad I found Miles Car Rental.
I rent a car once a month. Miles have saved me a ton of money.
They offer not only the best rates -insurance included-, and if you have a problem, their customer service is second to none.
Thanks Nicole, you are the best !!!!",CR,3.0,2020-01-21T00:07:26Z,Miles Car Rental
Filippo Rotondo,1.0,"You made me happy

Patient, effective, I was helped by Mary Victoria Sanchez and now, hopefully, I have a car to enjoy my time in Florida and I feel safe.
Can’t say how I appreciated your help",US,1.0,2020-01-19T19:15:07Z,Miles Car Rental
Patricio Huerta,1.0,very good service & price,MX,2.0,2020-01-17T18:38:19Z,Miles Car Rental
Andrej Svitek,1.0,"Very reliable staff

Very reliable staff, willing to call back and finish the transaction, and help with other questions. Special thanks to Natalia Laverde, for her superior and professional approach. I am giving her 11 stars out of 10.
Thank you.

Andrej Svitek",SK,1.0,2020-01-17T17:36:42Z,Miles Car Rental
CG,1.0,"Site so easy to use and price always…

Site so easy to use and price always best available.",TT,1.0,2020-01-17T01:08:27Z,Miles Car Rental
Taner,1.0,"Easy to browse and find the best deal (…

Easy to browse and find the best deal ( waaay better than other sites and apps).

It's my second time with them.",BR,1.0,2020-01-16T03:04:58Z,Miles Car Rental
Hercilio,1.0,"Thanks Miles

Thanks Miles, I hope to use your services again soon.

5 Starts Service

Yenny vasquez give me a great help with my reservation.",PR,1.0,2020-01-16T00:41:05Z,Miles Car Rental
Walter,1.0,"Satisfaction

I found the car I wanted for a very good price. Great service.",US,1.0,2020-01-14T12:59:57Z,Miles Car Rental
Cristal,1.0,"Súper atendida y el servicio de Daniel…

Súper atendida y el servicio de Daniel Gomez excelente",US,4.0,2020-01-13T16:32:46Z,Miles Car Rental
customer,1.0,"Excellent

Excellent .then I reserve for other ocacion with us",US,1.0,2020-01-11T18:35:10Z,Miles Car Rental
customer,0.2,"The voucher has one price and you still…

The voucher has one price and you still have to pay additional 160.00 at the counter

Why if the voucher say 32.68 at at the counter",BS,1.0,2020-01-10T02:56:10Z,Miles Car Rental
James,1.0,Nice service!!,PR,2.0,2020-01-08T02:00:35Z,Miles Car Rental
Joseph A. Campbell JP,1.0,Process was easy and satisfying.,JM,2.0,2020-01-04T20:39:45Z,Miles Car Rental
Timothy Battoo,1.0,Best Value for money !!!!,TT,1.0,2020-01-03T13:21:03Z,Miles Car Rental
Grettel Trujillo,1.0,"La mejor opcion

La mejor opcion: rápido, con calidad y a un precio razonable. Gracias Miles Rental Miami",US,3.0,2019-12-31T02:52:31Z,Miles Car Rental
